QuarterEnd,X1_Scrap_Price,X2_Electricity_Price,X3_Natural_Gas_Price,X4_Diesel_Price,X5_Rail_Price,X7_Hourly_Wage,X10_Graphite_Price,X13_PPI_All_Commodities,X8_US_Scrap_Exports,X9_US_Dollar_Index,X6_Disaster_Cost_Sum,X6_Disaster_Event_Count,X11_Economic_Policy_Uncertainty
1915-09-30,,,,,,,,11.833333333333334,,,0.0,0.0,104.90619659423828
1915-12-31,,,,,,,,12.4,,,0.0,0.0,84.5015869140625
1916-03-31,,,,,,,,13.566666666666668,,,0.0,0.0,88.08429718017578
1916-06-30,,,,,,,,14.200000000000001,,,0.0,0.0,85.85437520345052
1916-09-30,,,,,,,,14.700000000000001,,,0.0,0.0,73.50835037231445
1916-12-31,,,,,,,,16.533333333333335,,,0.0,0.0,71.66227213541667
1917-03-31,,,,,,,,18.033333333333335,,,0.0,0.0,64.95881525675456
1917-06-30,,,,,,,,20.5,,,0.0,0.0,75.53506596883138
1917-09-30,,,,,,,,21.333333333333332,,,0.0,0.0,108.79248555501302
1917-12-31,,,,,,,,21.166666666666668,,,0.0,0.0,92.54751841227214
1918-03-31,,,,,,,,21.5,,,0.0,0.0,108.75820668538411
1918-06-30,,,,,,,,22.133333333333336,,,0.0,0.0,101.6917953491211
1918-09-30,,,,,,,,23.2,,,0.0,0.0,98.18663024902344
1918-12-31,,,,,,,,23.5,,,0.0,0.0,146.60179901123047
1919-03-31,,,,,,,,22.733333333333334,,,0.0,0.0,129.85482788085938
1919-06-30,,,,,,,,23.2,,,0.0,0.0,92.81936136881511
1919-09-30,,,,,,,,24.5,,,0.0,0.0,99.13397471110027
1919-12-31,,,,,,,,25.099999999999998,,,0.0,0.0,97.48795064290364
1920-03-31,,,,,,,,27.2,,,0.0,0.0,61.96190643310547
1920-06-30,,,,,,,,28.666666666666668,,,0.0,0.0,64.93308893839519
1920-09-30,,,,,,,,27.733333333333334,,,0.0,0.0,66.0772705078125
1920-12-31,,,,,,,,22.900000000000002,,,0.0,0.0,60.9888801574707
1921-03-31,,,,,,,,18.46666666666667,,,0.0,0.0,56.627620697021484
1921-06-30,,,,,,,,16.566666666666666,,,0.0,0.0,72.49840799967448
1921-09-30,,,,,,,,16.1,,,0.0,0.0,93.08722686767578
1921-12-31,,,,,,,,16.133333333333333,,,0.0,0.0,64.62947082519531
1922-03-31,,,,,,,,15.9,,,0.0,0.0,69.00141906738281
1922-06-30,,,,,,,,16.433333333333334,,,0.0,0.0,61.603284200032554
1922-09-30,,,,,,,,17.066666666666666,,,0.0,0.0,66.67247263590495
1922-12-31,,,,,,,,17.266666666666666,,,0.0,0.0,52.13759231567383
1923-03-31,,,,,,,,17.8,,,0.0,0.0,61.69841639200846
1923-06-30,,,,,,,,17.566666666666666,,,0.0,0.0,62.81447982788086
1923-09-30,,,,,,,,17.03333333333333,,,0.0,0.0,71.8718032836914
1923-12-31,,,,,,,,17.0,,,0.0,0.0,65.21352259318034
1924-03-31,,,,,,,,17.133333333333333,,,0.0,0.0,72.64825057983398
1924-06-30,,,,,,,,16.53333333333333,,,0.0,0.0,99.02620188395183
1924-09-30,,,,,,,,16.633333333333333,,,0.0,0.0,72.6975835164388
1924-12-31,,,,,,,,17.166666666666668,,,0.0,0.0,94.32723999023438
1925-03-31,,,,,,,,17.833333333333332,,,0.0,0.0,63.754225413004555
1925-06-30,,,,,,,,17.566666666666666,,,0.0,0.0,60.890734354654946
1925-09-30,,,,,,,,17.900000000000002,,,0.0,0.0,48.26722971598307
1925-12-31,,,,,,,,17.866666666666667,,,0.0,0.0,63.25652949015299
1926-03-31,,,,,,,,17.566666666666666,,,0.0,0.0,50.0850461324056
1926-06-30,,,,,,,,17.3,,,0.0,0.0,49.47813415527344
1926-09-30,,,,,,,,17.133333333333336,,,0.0,0.0,64.67404301961263
1926-12-31,,,,,,,,17.0,,,0.0,0.0,68.44921366373698
1927-03-31,,,,,,,,16.5,,,0.0,0.0,50.74602381388346
1927-06-30,,,,,,,,16.233333333333334,,,0.0,0.0,54.05058034261068
1927-09-30,,,,,,,,16.400000000000002,,,0.0,0.0,57.834546407063804
1927-12-31,,,,,,,,16.633333333333336,,,0.0,0.0,54.82858530680338
1928-03-31,,,,,,,,16.533333333333335,,,0.0,0.0,52.005026499430336
1928-06-30,,,,,,,,16.733333333333334,,,0.0,0.0,47.15349197387695
1928-09-30,,,,,,,,16.866666666666667,,,0.0,0.0,64.17891947428386
1928-12-31,,,,,,,,16.566666666666666,,,0.0,0.0,53.371716817220054
